File Name,Peak [CNN],Prediction Value,Peak [Worker],Matching
small ng samp 9_(6.57895_-22.3684).csv,1,0.8205302953720093,0,x
small ng samp 9_(6.57895_-25.0).csv,0,0.0062950006686151,0,o
small ng samp 9_(6.57895_-3.94737).csv,1,0.7328823208808899,0,x
small ng samp 9_(6.57895_-6.57895).csv,0,0.021147646009922,0,o
small ng samp 9_(6.57895_-9.21053).csv,0,0.0750837624073028,1,x
small ng samp 9_(6.57895_1.31579).csv,1,0.9722614884376526,1,o
small ng samp 9_(6.57895_11.8421).csv,0,0.4694757759571075,0,o
small ng samp 9_(6.57895_14.4737).csv,0,0.0231021679937839,0,o
small ng samp 9_(6.57895_17.1053).csv,0,0.0687152221798896,0,o
small ng samp 9_(6.57895_19.7368).csv,0,0.014380126260221,0,o
small ng samp 9_(6.57895_22.3684).csv,0,0.0411559715867042,0,o
small ng samp 9_(6.57895_25.0).csv,1,0.9003273844718933,1,o
small ng samp 9_(6.57895_3.94737).csv,1,0.8457819819450378,1,o
small ng samp 9_(6.57895_6.57895).csv,0,0.0289301387965679,0,o
small ng samp 9_(6.57895_9.21053).csv,1,0.710319995880127,1,o
small ng samp 9_(9.21053_-1.31579).csv,1,0.9464486241340636,1,o
small ng samp 9_(9.21053_-11.8421).csv,0,0.1439760327339172,0,o
small ng samp 9_(9.21053_-14.4737).csv,1,0.9810009598731996,1,o
small ng samp 9_(9.21053_-17.1053).csv,1,0.9827057123184204,1,o
small ng samp 9_(9.21053_-19.7368).csv,1,0.99434894323349,1,o
small ng samp 9_(9.21053_-22.3684).csv,0,0.0086119808256626,0,o
small ng samp 9_(9.21053_-25.0).csv,0,0.0430774316191673,0,o
small ng samp 9_(9.21053_-3.94737).csv,1,0.9094408750534058,1,o
small ng samp 9_(9.21053_-6.57895).csv,1,0.9959920048713684,1,o
small ng samp 9_(9.21053_-9.21053).csv,0,0.0372287705540657,1,x
small ng samp 9_(9.21053_1.31579).csv,0,0.0607130043208599,0,o
small ng samp 9_(9.21053_11.8421).csv,1,0.9267271161079408,1,o
small ng samp 9_(9.21053_14.4737).csv,0,0.166101261973381,0,o
small ng samp 9_(9.21053_17.1053).csv,1,0.7577433586120605,1,o
small ng samp 9_(9.21053_19.7368).csv,0,0.1271566301584243,0,o
small ng samp 9_(9.21053_22.3684).csv,0,0.2948218286037445,0,o
small ng samp 9_(9.21053_25.0).csv,0,0.0355641953647136,0,o
small ng samp 9_(9.21053_3.94737).csv,0,0.0741674825549125,0,o
small ng samp 9_(9.21053_6.57895).csv,1,0.919758141040802,1,o
small ng samp 9_(9.21053_9.21053).csv,1,0.910838544368744,1,o
